# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 26 19:57:28 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag
Kepler-754,,5959.00,0.97,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5959.00,0.97,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5959.00,0.97,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5952.00,0.97,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5961.00,1.60,,1770.2700000,15.8940000,15.3520000
Kepler-755,,4894.00,1.01,,399.0340000,15.2780000,14.2770000
Kepler-755,,5088.00,0.76,,399.0340000,15.2780000,14.2770000
Kepler-755,,4894.00,0.71,,399.0340000,15.2780000,14.2770000
Kepler-755,,5043.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,,,,399.0340000,15.2780000,14.2770000
Kepler-755,,4894.00,0.71,,399.0340000,15.2780000,14.2770000
Kepler-755,,5095.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,5095.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,5041.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,4894.00,0.71,,399.0340000,15.2780000,14.2770000
Kepler-755,,5067.00,0.83,,399.0340000,15.2780000,14.2770000
Kepler-755 B,,,,,310.1730000,,17.3724000
Kepler-755,,5095.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,5095.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,5088.00,0.76,,399.0340000,15.2780000,14.2770000
Kepler-755,,5146.47,0.74,-0.457,399.0340000,15.2780000,14.2770000
Kepler-755,,5095.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,5041.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,4926.35,0.79,-0.475,399.0340000,15.2780000,14.2770000
Kepler-755,,5095.00,0.77,,399.0340000,15.2780000,14.2770000
Kepler-755,,,,,399.0340000,15.2780000,14.2770000
Kepler-756,,5553.00,1.11,,,16.3290000,15.9860000
Kepler-756,,5282.00,0.79,,,16.3290000,15.9860000
Kepler-756,,5573.00,0.83,,,16.3290000,15.9860000
Kepler-756,,,,,,16.3290000,15.9860000
Kepler-756,,5573.00,0.83,,,16.3290000,15.9860000
Kepler-756,,5573.00,0.83,,,16.3290000,15.9860000
Kepler-756,,5573.00,0.83,,,16.3290000,15.9860000
Kepler-756,,5403.00,0.80,,,16.3290000,15.9860000
Kepler-756,,5573.00,0.83,,,16.3290000,15.9860000
Kepler-756,,5564.00,0.81,,,16.3290000,15.9860000
Kepler-756,,5403.00,0.83,,,16.3290000,15.9860000
Kepler-756,,5403.00,0.80,,,16.3290000,15.9860000
Kepler-756,,5715.00,,,,16.3290000,15.9860000
Kepler-756,,,,,,16.3290000,15.9860000
Kepler-756,,5553.00,1.11,,,16.3290000,15.9860000
Kepler-757,,5364.00,0.74,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5667.00,1.25,0.160,1068.6800000,15.9290000,15.0660000
Kepler-757,,5559.00,0.81,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5549.00,0.81,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5289.40,1.29,0.071,1068.6800000,15.9290000,15.0660000
Kepler-757,,5559.00,0.81,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5364.00,0.67,,1068.6800000,15.9290000,15.0660000
Kepler-757,,,,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5366.00,1.02,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5364.00,0.74,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5559.00,0.81,,1068.6800000,15.9290000,15.0660000
Kepler-757,,5365.00,1.27,,1068.6800000,15.9290000,15.0660000
Kepler-757,,6014.00,1.13,,1068.6800000,15.9290000,15.0660000
Kepler-758,,6228.00,1.42,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6442.00,1.53,0.563,1502.3200000,15.8820000,14.3790000
Kepler-758,,6021.00,1.46,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6400.00,1.15,,1502.3200000,15.8820000,14.3790000
Kepler-758,,,,,1502.3200000,15.8820000,14.3790000
Kepler-758,,,,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6302.00,1.53,0.525,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6678.00,1.24,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6678.00,1.24,,1502.3200000,15.8820000,14.3790000
Kepler-758,,,,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6021.00,1.46,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6400.00,,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6400.00,0.98,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6400.00,1.15,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6678.00,1.24,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6360.00,1.57,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6021.00,1.46,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6400.00,1.15,,1502.3200000,15.8820000,14.3790000
Kepler-758,,,,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6678.00,1.24,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6692.00,1.35,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6400.00,1.15,,1502.3200000,15.8820000,14.3790000
Kepler-758,,6021.00,1.46,,1502.3200000,15.8820000,14.3790000
Kepler-759,,5720.00,0.96,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5720.00,1.02,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5907.00,0.97,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5860.00,1.04,,1073.4800000,15.2830000,14.5790000
Kepler-759,,,,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5907.00,0.97,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5907.00,0.97,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5286.90,,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5720.00,0.96,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5900.00,0.97,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5907.00,0.97,,1073.4800000,15.2830000,14.5790000
Kepler-759,,5907.00,1.89,,1073.4800000,15.2830000,14.5790000
Kepler-76,,,,,822.9600000,13.4780000,13.4740000
Kepler-76,,6371.00,1.39,,822.9600000,13.4780000,13.4740000
Kepler-76,,6422.00,1.33,,822.9600000,13.4780000,13.4740000
Kepler-76,,6196.00,1.12,,822.9600000,13.4780000,13.4740000
Kepler-76,,6136.25,1.49,,822.9600000,13.4780000,13.4740000
Kepler-76,,6300.00,1.38,,822.9600000,13.4780000,13.4740000
Kepler-76,,6435.90,1.28,0.404,822.9600000,13.4780000,13.4740000
Kepler-76,,6136.25,1.49,0.451,822.9600000,13.4780000,13.4740000
Kepler-76,,6409.00,1.32,,822.9600000,13.4780000,13.4740000
Kepler-76,,6308.00,1.44,,822.9600000,13.4780000,13.4740000
Kepler-76,,6308.00,1.44,,822.9600000,13.4780000,13.4740000
Kepler-76,F,6409.00,1.32,,822.9600000,13.4780000,13.4740000
Kepler-76,,6409.00,1.32,,822.9600000,13.4780000,13.4740000
Kepler-76,,6308.00,1.44,,822.9600000,13.4780000,13.4740000
Kepler-76,,6309.00,1.41,,822.9600000,13.4780000,13.4740000
Kepler-760,,,,,792.3360000,15.9330000,15.1810000
Kepler-760,,5074.00,0.86,,792.3360000,15.9330000,15.1810000
Kepler-760,,5074.00,0.86,,792.3360000,15.9330000,15.1810000
Kepler-760,,5221.00,1.17,,792.3360000,15.9330000,15.1810000
Kepler-760,,5423.00,1.12,,792.3360000,15.9330000,15.1810000
Kepler-760,,5221.00,1.11,,792.3360000,15.9330000,15.1810000
Kepler-760,,5423.00,1.12,,792.3360000,15.9330000,15.1810000
Kepler-760,,5221.00,1.11,,792.3360000,15.9330000,15.1810000
Kepler-760,,5423.00,1.12,,792.3360000,15.9330000,15.1810000
Kepler-760,,5423.00,1.12,,792.3360000,15.9330000,15.1810000
Kepler-760,,5322.00,0.85,,792.3360000,15.9330000,15.1810000
Kepler-760,,,,,792.3360000,15.9330000,15.1810000
Kepler-760,,5423.00,1.12,,792.3360000,15.9330000,15.1810000
Kepler-760,,5423.00,1.12,,792.3360000,15.9330000,15.1810000
Kepler-760,,5221.00,1.17,,792.3360000,15.9330000,15.1810000
Kepler-760,,5162.00,0.91,-0.280,792.3360000,15.9330000,15.1810000
Kepler-760,,5221.00,1.17,,792.3360000,15.9330000,15.1810000
Kepler-760,,5033.00,0.93,-0.300,792.3360000,15.9330000,15.1810000
Kepler-760,,5239.00,0.86,,792.3360000,15.9330000,15.1810000
Kepler-761,,6149.00,1.07,,830.7070000,15.5230000,14.9930000
Kepler-761,,6124.00,1.01,,830.7070000,15.5230000,14.9930000
Kepler-761,,5706.00,0.93,,830.7070000,15.5230000,14.9930000
Kepler-761,,5676.00,0.82,,830.7070000,15.5230000,14.9930000
Kepler-761,,6124.00,1.01,,830.7070000,15.5230000,14.9930000
Kepler-761,,5876.00,1.08,,830.7070000,15.5230000,14.9930000
Kepler-761,,5675.00,0.89,,830.7070000,15.5230000,14.9930000
Kepler-761,,6124.00,1.01,,830.7070000,15.5230000,14.9930000
Kepler-761,,5876.00,0.97,,830.7070000,15.5230000,14.9930000
Kepler-761,,5814.01,0.83,-0.153,830.7070000,15.5230000,14.9930000
Kepler-761,,5582.19,0.93,-0.117,830.7070000,15.5230000,14.9930000
Kepler-761,,,,,830.7070000,15.5230000,14.9930000
Kepler-761,,5876.00,0.97,,830.7070000,15.5230000,14.9930000
Kepler-762,,6075.00,1.03,,1898.2600000,16.2980000,15.5740000
Kepler-762,,5897.00,1.38,0.318,1898.2600000,16.2980000,15.5740000
Kepler-762,,6075.00,1.03,,1898.2600000,16.2980000,15.5740000
Kepler-762,,6318.00,1.35,,1898.2600000,16.2980000,15.5740000
Kepler-762,,6075.00,0.99,,1898.2600000,16.2980000,15.5740000
Kepler-762,,6302.00,1.10,,1898.2600000,16.2980000,15.5740000
Kepler-762,,,,,1898.2600000,16.2980000,15.5740000
Kepler-762,,5897.00,1.38,,1898.2600000,16.2980000,15.5740000
Kepler-762,,5772.00,1.42,0.308,1898.2600000,16.2980000,15.5740000
Kepler-762,,6075.00,0.99,,1898.2600000,16.2980000,15.5740000
Kepler-762,,6302.00,1.10,,1898.2600000,16.2980000,15.5740000
Kepler-762,,6322.00,1.07,,1898.2600000,16.2980000,15.5740000
Kepler-762,,6302.00,1.10,,1898.2600000,16.2980000,15.5740000
Kepler-762,,5944.00,1.08,,1898.2600000,16.2980000,15.5740000
Kepler-763,,5166.00,0.80,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,4967.00,0.89,-0.364,962.4590000,16.8830000,15.9650000
Kepler-763,,,,,962.4590000,16.8830000,15.9650000
Kepler-763,,5080.00,0.88,-0.334,962.4590000,16.8830000,15.9650000
Kepler-763,,4988.00,0.86,,962.4590000,16.8830000,15.9650000
Kepler-763,,,,,962.4590000,16.8830000,15.9650000
Kepler-763,,4999.00,0.84,,962.4590000,16.8830000,15.9650000
Kepler-763,,5194.00,0.73,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5087.00,0.77,,962.4590000,16.8830000,15.9650000
Kepler-763,,5087.00,0.77,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5194.00,0.73,,962.4590000,16.8830000,15.9650000
Kepler-763,,,,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5194.00,0.73,,962.4590000,16.8830000,15.9650000
Kepler-763,,4999.00,0.84,,962.4590000,16.8830000,15.9650000
Kepler-763,,4999.00,0.84,,962.4590000,16.8830000,15.9650000
Kepler-763,,,,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,4999.00,0.84,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5258.00,0.79,,962.4590000,16.8830000,15.9650000
Kepler-763,,5087.00,0.76,,962.4590000,16.8830000,15.9650000
Kepler-764,,5795.00,0.85,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5798.00,0.85,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5557.00,0.89,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5804.00,0.87,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5575.00,0.86,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5347.33,0.96,-0.164,1047.8400000,15.7310000,15.5550000
Kepler-764,,5495.00,0.94,-0.136,1047.8400000,15.7310000,15.5550000
Kepler-764,,5575.00,0.81,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5798.00,0.85,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5795.00,0.85,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5798.00,0.85,,1047.8400000,15.7310000,15.5550000
Kepler-764,,,,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5800.00,0.91,,1047.8400000,15.7310000,15.5550000
Kepler-764,,,,,1047.8400000,15.7310000,15.5550000
Kepler-764,,5575.00,0.81,,1047.8400000,15.7310000,15.5550000
Kepler-765,,6036.00,1.02,,1076.2800000,15.6160000,14.7090000
Kepler-765,,5901.00,1.06,,1076.2800000,15.6160000,14.7090000
Kepler-765,,5744.67,1.16,0.124,1076.2800000,15.6160000,14.7090000
Kepler-765,,,,,1076.2800000,15.6160000,14.7090000
Kepler-765,,6038.00,1.12,,1076.2800000,15.6160000,14.7090000
Kepler-765,,6036.00,1.02,,1076.2800000,15.6160000,14.7090000
Kepler-765,,5791.00,0.96,,1076.2800000,15.6160000,14.7090000
Kepler-765,,5811.00,1.17,0.146,1076.2800000,15.6160000,14.7090000
Kepler-765,,6036.00,1.02,,1076.2800000,15.6160000,14.7090000
Kepler-765,,6036.00,1.02,,1076.2800000,15.6160000,14.7090000
Kepler-765,,5791.00,0.96,,1076.2800000,15.6160000,14.7090000
Kepler-765,,5791.00,1.09,,1076.2800000,15.6160000,14.7090000
Kepler-765,,6058.00,1.05,,1076.2800000,15.6160000,14.7090000
Kepler-766,,5938.00,0.91,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5704.00,0.89,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5658.00,1.75,0.451,2297.6200000,16.0320000,15.8250000
Kepler-766,,,,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5704.00,0.83,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5957.00,0.94,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5704.00,0.89,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5224.43,1.96,0.413,2297.6200000,16.0320000,15.8250000
Kepler-766,,5957.00,0.94,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5992.00,1.15,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5957.00,0.94,,2297.6200000,16.0320000,15.8250000
Kepler-766,,5957.00,0.94,,2297.6200000,16.0320000,15.8250000
Kepler-767,,5481.43,1.92,0.477,2251.0300000,15.9400000,15.6780000
Kepler-767,,5870.00,0.87,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5876.00,0.89,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5778.00,1.21,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5665.00,0.55,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5870.00,0.87,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5686.00,1.78,0.476,2251.0300000,15.9400000,15.6780000
Kepler-767,,5779.00,1.80,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5665.00,0.83,,2251.0300000,15.9400000,15.6780000
Kepler-767,,,,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5870.00,0.87,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5694.00,0.94,,2251.0300000,15.9400000,15.6780000
Kepler-767,,5665.00,0.83,,2251.0300000,15.9400000,15.6780000
Kepler-768,,4989.00,0.79,,784.5600000,17.1750000,15.9690000
Kepler-768,,4825.00,0.70,,784.5600000,17.1750000,15.9690000
Kepler-768,,4999.00,0.76,,784.5600000,17.1750000,15.9690000
Kepler-768,,4931.00,0.66,,784.5600000,17.1750000,15.9690000
Kepler-768,,4999.00,0.76,,784.5600000,17.1750000,15.9690000
Kepler-768,,5108.00,0.78,,784.5600000,17.1750000,15.9690000
Kepler-768,,4931.00,0.66,,784.5600000,17.1750000,15.9690000
Kepler-768,,4837.63,0.76,-0.549,784.5600000,17.1750000,15.9690000
Kepler-768,,4999.00,0.76,,784.5600000,17.1750000,15.9690000
Kepler-768,,4825.00,0.70,,784.5600000,17.1750000,15.9690000
Kepler-768,,4999.00,0.76,,784.5600000,17.1750000,15.9690000
Kepler-768,,,,,784.5600000,17.1750000,15.9690000
Kepler-768,,5014.00,0.78,-0.466,784.5600000,17.1750000,15.9690000
Kepler-768,,,,,784.5600000,17.1750000,15.9690000
Kepler-768,,4983.00,0.73,,784.5600000,17.1750000,15.9690000
Kepler-768,,4999.00,0.76,,784.5600000,17.1750000,15.9690000
Kepler-768,,4825.00,0.59,,784.5600000,17.1750000,15.9690000
Kepler-769,,6049.00,1.18,,1169.5700000,15.3350000,14.9840000
Kepler-769,,5764.00,1.17,0.133,1169.5700000,15.3350000,14.9840000
Kepler-769,,6225.00,1.01,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6215.00,1.02,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6225.00,1.01,,1169.5700000,15.3350000,14.9840000
Kepler-769,,5983.00,1.14,0.179,1169.5700000,15.3350000,14.9840000
Kepler-769,,6225.00,1.01,,1169.5700000,15.3350000,14.9840000
Kepler-769,,5954.00,0.93,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6225.00,1.01,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6215.00,1.02,,1169.5700000,15.3350000,14.9840000
Kepler-769,,5954.00,0.93,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6049.00,1.18,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6225.00,1.01,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6225.00,1.01,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6047.00,1.10,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6225.00,1.01,,1169.5700000,15.3350000,14.9840000
Kepler-769,,,,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6049.00,1.18,,1169.5700000,15.3350000,14.9840000
Kepler-769,,5954.00,0.90,,1169.5700000,15.3350000,14.9840000
Kepler-769,,,,,1169.5700000,15.3350000,14.9840000
Kepler-769,,,,,1169.5700000,15.3350000,14.9840000
Kepler-769,,6186.00,1.28,,1169.5700000,15.3350000,14.9840000
Kepler-77,,5520.00,0.99,,639.4110000,15.0280000,14.1520000
Kepler-77,,5570.00,0.92,,639.4110000,15.0280000,14.1520000
Kepler-77,,5731.00,1.04,,639.4110000,15.0280000,14.1520000
Kepler-77,,5596.00,1.00,,639.4110000,15.0280000,14.1520000
Kepler-77,,5524.00,0.99,,639.4110000,15.0280000,14.1520000
Kepler-77,,5668.00,0.99,-0.046,639.4110000,15.0280000,14.1520000
Kepler-77,,5482.59,1.06,-0.038,639.4110000,15.0280000,14.1520000
Kepler-77,,5389.50,1.08,-0.052,639.4110000,15.0280000,14.1520000
Kepler-77,,5731.00,1.04,,639.4110000,15.0280000,14.1520000
Kepler-77,G5 V,5520.00,0.99,,639.4110000,15.0280000,14.1520000
Kepler-77,,5482.59,1.06,,639.4110000,15.0280000,14.1520000
Kepler-77,,5731.00,1.04,,639.4110000,15.0280000,14.1520000
Kepler-77,,5705.00,0.98,,639.4110000,15.0280000,14.1520000
Kepler-77,,5705.00,0.98,,639.4110000,15.0280000,14.1520000
Kepler-77,,,,,639.4110000,15.0280000,14.1520000
Kepler-77,,5705.00,0.98,,639.4110000,15.0280000,14.1520000
Kepler-77,,5628.00,1.00,,639.4110000,15.0280000,14.1520000
Kepler-770,,5598.00,0.92,,930.4570000,15.8780000,14.8520000
Kepler-770,,5350.00,0.70,,930.4570000,15.8780000,14.8520000
Kepler-770,,5552.00,0.81,,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,4941.00,4.88,,930.4570000,15.8780000,14.8520000
Kepler-770,,5336.00,1.19,0.012,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,5350.00,0.70,,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,5552.00,0.81,,930.4570000,15.8780000,14.8520000
Kepler-770,,4941.00,4.88,,930.4570000,15.8780000,14.8520000
Kepler-770,,,,,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,4941.00,4.88,,930.4570000,15.8780000,14.8520000
Kepler-770,,,,,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-770,,,,,930.4570000,15.8780000,14.8520000
Kepler-770,,5350.00,0.70,,930.4570000,15.8780000,14.8520000
Kepler-770,,5552.00,0.81,,930.4570000,15.8780000,14.8520000
Kepler-770,,4938.00,1.22,,930.4570000,15.8780000,14.8520000
Kepler-770,,5493.00,1.17,0.054,930.4570000,15.8780000,14.8520000
Kepler-770,,5513.00,0.75,,930.4570000,15.8780000,14.8520000
Kepler-771,,5417.00,1.62,0.311,1393.8500000,15.9580000,14.9580000
Kepler-771,,,,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5982.00,0.96,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5689.00,0.90,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5982.00,0.96,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5982.00,0.96,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5782.00,1.50,0.355,1393.8500000,15.9580000,14.9580000
Kepler-771,,5979.00,1.45,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5982.00,0.96,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5689.00,0.94,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5945.00,0.93,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5689.00,0.90,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5906.00,1.05,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5982.00,0.96,,1393.8500000,15.9580000,14.9580000
Kepler-771,,5982.00,0.96,,1393.8500000,15.9580000,14.9580000
Kepler-771,,,,,1393.8500000,15.9580000,14.9580000
Kepler-772,,5714.00,1.11,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5721.00,1.21,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5349.00,1.94,0.442,1130.2100000,14.8060000,14.1450000
Kepler-772,,5487.00,1.21,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5721.00,1.21,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5487.00,1.33,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5487.00,1.21,,1130.2100000,14.8060000,14.1450000
Kepler-772,,,,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5721.00,1.21,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5641.00,1.83,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5765.00,1.24,,1130.2100000,14.8060000,14.1450000
Kepler-772,,5567.78,1.86,0.475,1130.2100000,14.8060000,14.1450000
Kepler-772,,5685.00,1.23,,1130.2100000,14.8060000,14.1450000
Kepler-773,,5794.00,1.05,0.049,547.0260000,14.5520000,13.3870000
Kepler-773,,5665.91,1.16,0.095,547.0260000,14.5520000,13.3870000
Kepler-773,,,,,547.0260000,14.5520000,13.3870000
Kepler-773,,5735.00,1.11,,547.0260000,14.5520000,13.3870000
Kepler-773,,5736.00,1.06,,547.0260000,14.5520000,13.3870000
Kepler-773,,5746.00,1.05,,547.0260000,14.5520000,13.3870000
Kepler-773,,5850.00,1.01,,547.0260000,14.5520000,13.3870000
Kepler-773,,5751.00,0.98,,547.0260000,14.5520000,13.3870000
Kepler-773,,5776.00,0.97,,547.0260000,14.5520000,13.3870000
Kepler-773,,5735.00,1.11,,547.0260000,14.5520000,13.3870000
Kepler-773,,5746.00,1.05,,547.0260000,14.5520000,13.3870000
Kepler-773,,5746.00,1.05,,547.0260000,14.5520000,13.3870000
Kepler-773,,5735.00,1.11,,547.0260000,14.5520000,13.3870000
Kepler-774,,6403.00,2.42,,917.8040000,14.1340000,12.8860000
Kepler-774,,6439.23,1.91,0.753,917.8040000,14.1340000,12.8860000
Kepler-774,,6333.00,1.87,0.704,917.8040000,14.1340000,12.8860000
Kepler-774,,6405.00,1.58,,917.8040000,14.1340000,12.8860000
Kepler-774,,6353.00,2.87,,917.8040000,14.1340000,12.8860000
Kepler-774,,6405.00,1.58,,917.8040000,14.1340000,12.8860000
Kepler-774,,6270.00,0.94,,917.8040000,14.1340000,12.8860000
Kepler-774,,,,,917.8040000,14.1340000,12.8860000
Kepler-774,,6513.00,1.86,,917.8040000,14.1340000,12.8860000
Kepler-774,,6350.00,1.97,,917.8040000,14.1340000,12.8860000
Kepler-774,,6405.00,1.58,,917.8040000,14.1340000,12.8860000
Kepler-774,,6350.00,1.97,,917.8040000,14.1340000,12.8860000
Kepler-774,,6350.00,1.97,,917.8040000,14.1340000,12.8860000
